User_ID,Age,Gender,Platform,Daily_Usage_Time,Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Emotion_Category,Platform_Category
251,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
252,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
253,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
254,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
255,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
256,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
257,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
258,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
259,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
260,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
261,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
262,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
263,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
264,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
265,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
266,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
267,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
268,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
269,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
270,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
271,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
272,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
273,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
274,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
275,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
276,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
277,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
278,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
279,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
280,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
281,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
282,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
283,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
284,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
285,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
286,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
287,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
288,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
289,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
290,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
291,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
292,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
293,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
294,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
295,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
296,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
297,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
298,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
299,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
300,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
301,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
302,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
303,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
304,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
305,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
306,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
307,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
308,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
309,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
310,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
311,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
312,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
313,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
314,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
315,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
316,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
317,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
318,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
319,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
320,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
321,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
322,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
323,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
324,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
325,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
326,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
327,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
328,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
329,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
330,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
331,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
332,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
333,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
334,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
335,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
336,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
337,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
338,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
339,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
340,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
341,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
342,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
343,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
344,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
345,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
346,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
347,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
348,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
349,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
350,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
351,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
352,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
353,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
354,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
355,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
356,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
357,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
358,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
359,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
360,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
361,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
362,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
363,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
364,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
365,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
366,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
367,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
368,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
369,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
370,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
371,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
372,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
373,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
374,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
375,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
376,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
377,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
378,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
379,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
380,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
381,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
382,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
383,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
384,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
385,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
386,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
387,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
388,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
389,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
390,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
391,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
392,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
393,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
394,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
395,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
396,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
397,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
398,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
399,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
400,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
401,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
402,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
403,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
404,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
405,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
406,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
407,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
408,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
409,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
410,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
411,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
412,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
413,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
414,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
415,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
416,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
417,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
418,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
419,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
420,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
421,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
422,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
423,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
424,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
425,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
426,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
427,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
428,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
429,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
430,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
431,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
432,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
433,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
434,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
435,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
436,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
437,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
438,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
439,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
440,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
441,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
442,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
443,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
444,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
445,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
446,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
447,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
448,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
449,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
450,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
451,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
452,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
453,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
454,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
455,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
456,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
457,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
458,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
459,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
460,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
461,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
462,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
463,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
464,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
465,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
466,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
467,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
468,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
469,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
470,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
471,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
472,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
473,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
474,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
475,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
476,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
477,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
478,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
479,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
480,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
481,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
482,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
483,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
484,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
485,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
486,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
487,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
488,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
489,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
490,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
491,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
492,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
493,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
494,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
495,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
496,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
497,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
498,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
499,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
