User_ID,Age,Gender,Platform,Daily_Usage_Time,Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Emotion_Category,Platform_Category
500,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
501,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
502,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
503,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
504,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
505,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
506,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
507,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
508,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
509,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
510,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
511,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
512,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
513,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
514,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
515,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
516,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
517,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
518,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
519,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
520,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
521,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
522,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
523,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
524,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
525,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
526,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
527,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
528,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
529,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
530,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
531,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
532,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
533,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
534,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
535,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
536,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
537,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
538,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
539,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
540,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
541,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
542,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
543,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
544,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
545,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
546,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
547,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
548,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
549,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
550,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
551,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
552,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
553,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
554,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
555,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
556,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
557,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
558,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
559,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
560,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
561,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
562,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
563,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
564,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
565,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
566,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
567,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
568,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
569,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
570,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
571,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
572,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
573,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
574,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
575,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
576,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
577,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
578,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
579,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
580,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
581,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
582,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
583,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
584,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
585,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
586,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
587,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
588,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
589,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
590,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
591,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
592,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
593,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
594,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
595,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
596,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
597,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
598,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
599,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
600,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
601,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
602,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
603,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
604,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
605,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
606,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
607,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
608,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
609,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
610,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
611,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
612,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
613,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
614,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
615,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
616,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
617,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
618,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
619,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
620,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
621,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
622,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
623,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
624,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
625,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
626,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
627,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
628,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
629,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
630,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
631,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
632,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
633,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
634,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
635,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
636,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
637,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
638,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
639,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
640,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
641,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
642,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
643,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
644,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
645,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
646,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
647,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
648,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
649,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
650,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
651,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
652,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
653,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
654,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
655,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
656,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
657,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
658,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
659,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
660,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
661,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
662,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
663,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
664,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
665,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
666,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
667,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
668,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
669,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
670,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
671,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
672,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
673,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
674,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
675,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
676,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
677,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
678,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
679,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
680,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
681,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
682,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
683,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
684,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
685,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
686,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
687,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
688,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
689,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
690,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
691,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
692,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
693,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
694,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
695,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
696,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
697,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
698,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
699,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
700,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
701,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
702,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
703,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
704,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
705,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
706,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
707,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
708,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
709,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
710,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
711,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
712,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
713,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
714,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
715,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
716,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
717,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
718,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
719,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
720,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
721,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
722,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
723,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
724,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
725,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
726,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
727,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
728,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
729,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
730,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
731,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
732,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
733,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
734,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
735,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
736,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
737,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
738,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
739,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
740,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
741,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
742,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
743,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
744,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
745,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
746,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
747,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
748,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
749,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
750,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
